"Id","SuperNodeNameForMe","keys_size"
1107725073041462175577988991947951024804044169349,"752",79
197113759673389553356680415107542895284717173881,"143",229
1222842391174424862207994090187903087104671142944,"835",7
635705809941878362004039232995314951935781565978,"431",10
120511494378339146260316546957540031308607061529,"86",5
1413379728746883324857563273992627250337973608791,"981",70
1183816973416505289792265851923897628670506784444,"806",163
443249145043807601674323231054607357592055059997,"293",124
1412146837662464826120373131011091410539052859720,"980",61
992791590662214021177988315066668956266041627651,"671",130
620766029731872442912850918789074756125482050161,"413",68
453921848340424237780239189395268630980593520253,"300",100
1299843542239643939636733175373516752313270866013,"904",16
814643765631094367545976792539253528355001087839,"550",29
1363180216567110717548001818592855572923171304550,"942",16
511346971934039335964470783072206580165483873007,"334",74
334266692975684377467641399500857316125981574702,"226",103
285013584243178414599830978155724032778241054281,"199",76
148947306069557206684808016318114117215158368254,"109",18
1002434816666067499927708066363336179614956051374,"674",214
448532401819894609969244928367333098443004303729,"296",48
155539779148771909729100416943747884733163783012,"111",260
1041186275181403677340902395480855114407360079640,"696",218
969526468651824391483600556108113150008854430648,"655",72
1365249980301022454245926087586231613424106515467,"945",7
170384064599686699944628996706329406757370124200,"121",71
697363033562397178871256754049917537838518448569,"475",62
668567845844972428024372674499125458724014231440,"453",1
635478557907111348423047553387569868898591717800,"430",12
1012842496405299295364486122726927358038578493252,"678",210
830398984847203600213136431394662449377340957664,"562",31
1399387574710242163304489421023803218058524047253,"967",46
921827053376787409731090849482176082971498524477,"625",168
16738064751564527470724574587117076786283490059,"13",111
1062196888039297020214718754864940665091656321594,"713",5
492930597284988426039033834006670531771341883601,"325",5
761406561965389101919713961503445776095403025289,"521",134
138959818557311102214258569491652361494287135558,"99",106
930623497159190835474447093139543684970473442123,"630",20
1018638050106148876226615636907395071890533596941,"681",23
348964831842091320726980974330646052771274817329,"237",9
1187092305165666979748141990554558786233003776304,"808",94
111771110556525158553779510311780257514107212011,"78",134
58913051788213247314008768565444160798635432400,"43",118
189672006720333242846041872934515702419161975960,"140",75
597012138033782690019825366688050030551349735412,"396",28
371854421602833935949292973747455033178096024527,"250",78
847638980828762497787124612049406880743980291908,"577",115
100792395982888736500844857656119563510691803522,"66",122
1135005288777161768100012298952973579792321172123,"773",40
703215010279439726505359689451102244780076427208,"479",60
745386095323111169395303300969051842841899157451,"511",113
493681104522667134444299645293050878835859008718,"326",31
203642821531825594320196401846990870496507058460,"149",33
323692101455385528131676493990715513624917811620,"219",112
35744298626905103038921696714230975033310708966,"27",2
1268438629834605256410038188812948658484360960455,"874",3
1341045408591072694993186156586925306295925090512,"927",125
179468988280265777886231089384007335902478378561,"130",21
915643280191942373985984903734350803123515926203,"620",78
564025052165204239467512825533383587031255243393,"370",94
1308747828495265348795430229160899197609772430472,"910",117
35883502702627581434981414044908751026539191372,"28",8
1106320085160460653692886294444229857603499908361,"751",57
1124420367408317973740620556521762526178359363398,"763",29
739591544766170077945688468441078049673999507377,"507",37
384963986413345655887928473544782308204903940060,"260",169
1222697588144042111371664231151561085900811381148,"834",5
509610806034761569409817500114058321011666079677,"333",134
737350848988716916755867451272718000254285100742,"504",77
1329752636800654375960945272613381620674450325064,"920",28
1256528824668248995437201596845721251310184592120,"865",103
474196081284750690542759725609010755074011064169,"309",60
684821510347169978920004426367975659772618662346,"466",11
64367426094974800235089680032187452933633613911,"47",10
745509157274776589587045196400296689687485930370,"512",6
1364307242291827566491645017452288124508970981869,"943",54
789461219632401412685395805952235266721520127607,"538",60
1199910469182610992188181064183911310783644034115,"820",27
819203118581907309368173523966531469238121169258,"553",9
331424167889931789700865290365026066364337584993,"224",0
27577446967047956288144462633592987196528602870,"22",13
246813803255410500318637716608796872608151781596,"173",77
244590683319983592409319988060392278167193299682,"171",38
975417458203677648066690301602916590377864652754,"659",96
267297610333385544690234443961499544626290400638,"184",58
554766174990600296310835496578780158332445942605,"363",4
1019419167135126208673618101919860485982835608686,"682",35
769151302114778590813828868186307160971176160343,"526",11
1449688844081326838425168297918337612862504246649,"997",6
827219369602119359349818966988372756504337127287,"559",79
45120992589403463781226809742349734350699723190,"33",135
682709976109841389540505490695802209368058593796,"463",63
963776696106028651433108043010028259678822861587,"648",214
723920366496567147720583005543408833019610603243,"498",6
1131536858192672811582307768415927478840033635430,"768",39
173222388973072342281406609857011422869364740174,"125",11
501879379388250429239174342918655335396623980432,"330",36
1298714755241853092505077300258338739688215449464,"902",159
903727160385312730434759870961169108754608501965,"610",77
1213067167096079976136968201698775084550175537789,"828",15
348813991602983498846276480679357392842157680133,"236",17
634536031078815646548710490886339628953622867303,"427",30
592085919052545643725070699538887243205839316769,"390",24
1237971417403142153926098595004984835394146476814,"848",28
1313655960502043810541061171029649523808301418601,"913",116
1280956930460755418499187091887753421636031113668,"888",70
521333990771151731218609168693110265312822711808,"338",3
207135293688181550003634567370646562469559797594,"151",43
917259229379972852389961432506358278221333000202,"621",76
696097166772453935982175676116596478416213888968,"474",20
1212766886184756126285285477462827121945328543176,"827",70
123838009740653749017889943345403551960222489641,"88",59
91227604047305950471276433605334794754098063568,"63",13
367656989367419996907061419101627923807507724204,"245",207
1056245434046130329294741154013227111534669618308,"707",90
500968151576439930278565587509000767970450429676,"328",153
1448465324860120569754033483909284052137266319873,"994",133
626227078501037009997629899058209698206015909459,"418",30
627570164556662932669309854230008676923505237467,"421",10
951200982189918843638336374562355572936357109377,"643",109
1175738926876231448077988799031842337885209499598,"800",116
609923142489065266120246065386795080883012883491,"405",26
251308012319417281495113763142074138442129162621,"177",87
375476804655641590523230976094378597071590992138,"253",40
568643382888677967885922476607510074560930656866,"372",31
596357074382827037024033809306085951113194855693,"394",89
1098855809511412230817159442048583881548522821987,"744",144
245426258022892573488800758994145336149021128838,"172",40
1193079690555330041776984866295705897502863704900,"813",67
1179467832411827112807901745276537827026130899092,"802",133
896115903180966112126324929332427763931102155530,"605",125
1018184044823830347702944341674944577337161492902,"680",55
890488704406862315701889102649415101552616584643,"599",156
473036474926593822853181548791540007656943070153,"308",378
598062851237021946314473984762893427866376726402,"398",9
902000885355087415180112533602882078290130194953,"608",33
355297755279116485969764254302856957245942785024,"242",29
1108558411341689040663658772281143360972933695637,"753",47
1199358211985899680400328876889853476194848620780,"819",26
1166550275315436413887521487813047344669173131872,"789",112
948226660335781314113482839328515651589275620230,"641",78
45149551051464000274374701120794239937801416273,"34",1
1222585303305679855870257537142286265733253357926,"833",58
280151013639635241282645414392324412760852184278,"194",43
356603774062745920404414901501416324843140020530,"243",67
648650136605716799963252175132630406591979632850,"442",17
275102526441108110821895421571955495507503094737,"189",139
812792485457567807204248787864521046469703509037,"548",259
1122466035752423525927473441411365606324205983805,"760",70
1302204499986482687558891345286740767641961104954,"906",24
293056158214712033543967219812673205717268682848,"207",39
933955432398576595149412398833195348485241695721,"632",132
1351340915690541409457250801199303580856875512233,"933",0
596442781688526504169072869585962776416701735698,"395",3
618062500003344206614165779669478143022688309154,"411",15
1203087539048796009096761798221467023046539209318,"823",76
225367895524711813201028063983336141522791195121,"156",176
905116658605552689058980977508049395365609205803,"612",67
1063707108960779830423498963988789862669406342629,"715",42
431453491415917268903059165502068548112643575343,"286",68
141924524434073299088591108310238553042583239497,"102",22
1380330292738606138452308018132588839415784937457,"957",33
1372335564841741937227010337303501694006756146812,"950",106
379876417712872037217857439602136431801168129859,"256",50
386952798127943811694242335012143835461363345801,"262",84
554089853296545838314998378164303477359606182605,"361",22
390694798330859718175711978430497828811883876726,"266",80
699184741380517401902017881762537622802865952617,"477",50
1237437134110187251648049104127657701188091868035,"847",7
1026558797076368410705203165453254265922313303089,"687",168
591015152576851289536613207593010184055955729229,"387",4
1179731031343216755887702391198103915321871463597,"803",16
478637028211317830147458832358007177816894040381,"311",72
982682164186495444322244402193343016456359200468,"664",14
639893277225023555853551754803549022618378490297,"434",69
941764494803943075447708736945615759046538354755,"638",7
1282403298226459363185924327598630465899005160662,"889",63
1189024924549832444257432533388459656498706167260,"811",4
1019597630334510600281562990470388864503334699971,"683",10
1123708194455073215386439480188342985301066261436,"761",62
491742226754929095980694395784095530358939066022,"321",3
198711604526127987005862220833257572036190780486,"146",20
865227536523078184154065717888283911947573237248,"585",31
914124770614677666958639482195604163038979259512,"619",70
579097316600598256125735744079527495753506060154,"379",73
774334025444045278787714182976650259141924451459,"530",10
629878531677350090470334299976309887977795313721,"423",65
102661834380759930312447688888129386766032147195,"69",74
1123776009831460305358658782512679286073409939788,"762",4
1029403503445806187999448820571267673252166079463,"689",113
872628910757314041751117814360333926650575577404,"592",24
1079728446710654769482248047635902350557728873197,"730",19
369473377036290289279211920702809549040890078652,"248",2
402371152763443167715739006723729201733779105577,"272",265
450484475393863276984269161439688093481191803203,"298",47
1141778281571085555955029694371744547133689351787,"779",25
229669929950626870287219342725968817055789547389,"161",110
381582822108918403197975551086346036485507571052,"259",4
922418104591882780786114661222388612002933269707,"626",28
266174727475521610158297762107563035890947544022,"183",52
1331818672795431560050390264134115450934084448330,"922",34
599265982564781357636917276189593118312344770183,"399",48
954060656540965212059576936261725641521218657754,"645",82
1271662344871739491917372152295987919361620958429,"880",58
1249836175192975285951138812302442819376936722229,"859",68
606438425690879734958960712598015388066206679827,"402",101
430076513725189521085363565809194559415538190317,"285",262
1207887250911199848280673054756868555081202891176,"825",200
1211321676203243388354509853730778770312670961353,"826",165
178822106301937252556665008980395442065489808585,"129",24
925351192208425907240808484984151476359083522000,"627",140
695092493818562557310823129541183401419451211536,"472",183
788277284307613792360253374681586613503147181193,"537",96
343692926775731931643562986227727321668536931606,"231",147
172717232250989467663750135728437651797454855632,"123",60
853937410340040157442835130347659201894190149900,"581",83
424535894663818792729942517594317519826891987760,"284",284
1054322909804493509833063401493399948892065932618,"706",151
132986930465325526647308129996087523335016688506,"93",47
1279282078754695432511928367476840058622738810666,"886",35
897912992852863304346621455470681531240996151933,"606",95
1049736916979330491327809399462330583943748653660,"704",59
531431426502387372747731250429796131058785627355,"347",35
1075303027521400589762990438050229931298527954311,"724",26
597922435216017314918345369410740713278405755218,"397",45
638174065703753505111769071419881666977084478539,"433",81
1100820148269890473235828254999514468825871048477,"746",45
1304730765996365584818298388212146492010396658034,"907",119
1069477370267849213750357689865789595121992893784,"719",131
100814156236744716391332141785815558929191156472,"67",1
55893200433888619632550372163648460899893865793,"41",10
1436590330125426558326755585814166679083209632632,"990",129
76952176126767890821636751140413089093911260652,"54",243
385332935523859989219089962568364472835546359979,"261",13
1017130464561278482657096999800834887498808330954,"679",194
1118185819042536586226094544405076574293347199723,"758",40
717930032129340695140866783033650513498962644845,"492",12
1374032338815419874167227198959030868929241085971,"951",93
20269013122265297573283805342861071658839011004,"17",30
330416990960374324104953150231796359723200918625,"222",283
1179796391602235740483158002423472905318338484362,"804",1
491853215061340255168979021832936640411415907038,"322",5
219383860394808548193848048443495115470366777711,"153",448
491710223332014261405816232903870676109614792588,"320",3
1449633310561951388892212371174570760044076634034,"996",51
586330052397455979015707751541635034577974920109,"383",141
857234653055793889046564480444282063717072006429,"582",148
1279639351565221794898252442252503054738652654603,"887",17
143109493753134477073035527622952899275989203231,"106",1
526352380610467819425660835890958980173756654828,"343",63
1331098655404550494722833797354220968728981176788,"921",55
27345525051298875928877659095515449165558881612,"21",204
1228270608973557955447822006558149589704500039570,"839",76
1260552415831986395738805155671509072081564312449,"868",118
1225098701730770019034702750995247043081423163222,"836",97
832544993117780691685874476983941058994737382669,"564",66
836328649673560820367323956911675820849174200019,"568",4
634041560586538043703072654575061963146171004564,"426",39
664061748069721424790932027567086444157765538825,"450",162
706743866066946990378784939790177974326703861276,"482",77
103619204175806700896134616995071370619737665017,"71",2
1273626235581644248106913359047321262021294795367,"883",14
148482074007773177591623264677968822545464140593,"108",98
206330932524619362426623750640197805471300581192,"150",119
645664119491683529235204571706326740338157268039,"439",43
737959549828527457993506128197487309508496108918,"505",22
393668565082140679758016929263785915198121995153,"269",78
346257804531627195166768820768433971469261730233,"233",7
1173273363349348161615501596221542609142284737601,"798",24
1268313097664948496298345226049099592068789726263,"873",132
1047859302101571803772748064673237621626274348724,"702",118
592872414686607537102916546138133123783340522925,"391",47
270344994662297004151107976662200050231474013107,"186",74
1134149847150474428934133672291451801198075904848,"771",43
1185252170440340010403489910982618944003813061009,"807",57
952424476240061356412113267504843904392353695880,"644",56
35651538640370739726299493466436414186990975684,"26",327
1229842649463430045553159161339017681563074672944,"840",74
722097313987205517328865833865449255775867136846,"494",35
1277144267488271882332364820507886592084469520835,"884",182
1285053691266288601727872788690364878739188475027,"895",50
1048668048317910453680832008253833487419118342670,"703",42
1384020494877158331389334174665037861883453782550,"960",10
558106809859016106444114908035047626543371534310,"366",58
1160395754384100505395141592201531734722585561748,"786",106
813994517154511318119263391010075709413286633601,"549",72
1022670832230094755780321812008430562663657156787,"685",12
910111998135340796908209822000722779771886184643,"614",108
53791602410198613875137019434619258517031394213,"39",21
1035821233467636181934969908130851786493040896076,"693",116
1264813168630079325631674084134425432045232317064,"870",223
348645993635453883165530577241431559137839829343,"235",23
387620557126118717339507700879638182384388993497,"263",33
490511331126708760759985728880543589060628767193,"318",25
492598912245584650696165009194919276796508201110,"323",33
857278913691351481448921298867663254859051629932,"583",3
590952866712510207986670405070823895615503892632,"386",33
1188956882068544520157496627511635488988308111449,"810",57
1301626355503310764749559223143875022351364318382,"905",81
925383202225015747672697091564241954638621251278,"628",2
591079053482950606579854451355888047372031755746,"388",1
1095700570320719880936739501935870863305450195394,"743",22
129744365842719512710442598274253419174505842140,"91",57
272130132515696976141395053258854211552438399997,"188",22
1247711127426478208296799730181607467559938822470,"857",1
625567336197651483596875276432224487650917065317,"417",1
1238581282884447491382629858762777257411354552571,"850",6
14796435757721378176881966115336015636272672920,"12",46
292192131570048689950844353186130448263377261108,"206",11
1287267270614648478841664809016114956856164707393,"898",45
1237220653922059513184148570491128395637901107123,"846",42
1338340487165737546717008602094367954964750595405,"926",117
774144086118665587834764323984045339656771146805,"529",75
609979059632432235113830489218498692236386293027,"406",5
777352127695411831842203443264973287533141636109,"532",39
997808726256722888411681134789146453518667574454,"673",37
1239651164936402644306658493615746497171590924406,"851",54
409757153347935956236691916514188848015723414036,"277",46
455044388649385755529424877557219437558385113297,"302",24
1377521563402950516657542844821094156006234808160,"955",67
1403696548281018344017957971510371229987037833553,"973",9
872009578535851841976090919896875381040342372528,"591",44
439506930792857107912347520126604242444897107365,"291",249
346106974268748530886321291307341905945533837721,"232",122
1061956672101926761874148868652118794654415944319,"711",24
541091151787576653820273944005224296569404132623,"352",2
108149897325438423860748324669159243191002666097,"76",5
681486185134822925093002724209740252716892290902,"462",162
871023283525192403583031101476991999279913217755,"590",81
1351693972563090009471983826868947653964280700747,"934",18
1233568869068906118195162253581925713680529589569,"843",8
1448712457892100213292710089317504732607031451801,"995",12
146250317231328300119157328901403717357034646132,"107",143
1235090296244494537119699480994396356681027632613,"844",81
1033227185728318243811934474172800770165129311739,"692",6
759222681668098417764870799269291390258400783041,"520",129
1365151805077987612909613482095417872324432351483,"944",36
455951926718597825880721721086253991933071354051,"303",46
348229237213445063242433334834075149139848934508,"234",98
394737351824710496197240923767740251904231406978,"270",52
973732141261127295184509289679699624286383868115,"658",28
1170685611029004223696149512674276071260148125994,"795",83
114748988130090887072150878228111574853436381978,"80",54
41914591423162702444135169243989775257556069474,"32",165
1309694672421458526124689940380711953300882499347,"911",45
807213681440233613494988056044487284075841831030,"547",62
1057504093340642165869645733755170356421184375085,"708",78
220028381847546875534287556762605357188922100107,"154",35
122289965985254126336950300354456157549182033662,"87",84
134368475069146483422729539577436586995461195280,"94",68
1191612072731991085768484907219454341646479639328,"812",110
1421281468905585867986967566676446861792722150994,"986",35
740782190667507202853541832512003235728060264051,"508",48
287524991222693422729064477471761939845504047701,"202",116
604173197748624163825514932321433404456821623755,"401",18
820282570994777560165296989791474157717066151260,"554",49
521296623339381190750266259360351983639203024416,"337",119
589109954671355874840939740914557481938636535734,"384",147
340449645612797498966609893836931266881955981613,"230",100
1102028876750293140693165184482936150731516098091,"747",63
568079775401953918301249786739503379139772379380,"371",168
756281436230340401059460549173658595475814199318,"519",229
676115173287461184276726941813494047563829207362,"460",138
917703094900339527089945600409684174582360083162,"623",14
823285726182946610215266768125956718183765450660,"555",140
1239721472223882580753251751162681086548939842743,"852",7
1348396223505573360182772517446829185325314192020,"931",172
901212312790146705299105510820260135745989907672,"607",155
948826477167336627792080051832564600434515964637,"642",33
1105205780682627956811680124762277685425349542129,"750",13
562000468461474180096842803269536895618096083016,"368",138
1108872245240909271799730658211497633869905424050,"754",13
293449673026976801927307830241903008358064819865,"208",15
